id,create_id_in_set,create_id_in_where
6359,78788616,94504727
6358,69232390,94504727
6357,69232390,94504727
6356,81180526,94504727
6355,78788616,94504727
6354,15790741,94504727
6353,69232390,94504727
6352,69232390,94504727
6351,78788616,94504727
6350,69232390,94504727
6349,81180526,94504727
6348,81180526,94504727
6347,65326307,94504727
6346,69232390,94504727
6345,81180526,94504727
6344,78788616,94504727
6343,65326307,94504727
6342,65326307,94504727
6341,65326307,94504727
6340,81180526,94504727
6339,15790741,94504727
6338,78788616,94504727
6337,69232390,94504727
6336,69232390,94504727
6335,69232390,94504727
6334,81180526,94504727
6333,65326307,94504727
6332,69232390,94504727
6331,78788616,94504727
6330,78788616,94504727
6329,15790741,94504727
6328,81180526,94504727
6327,78788616,94504727
6326,15790741,94504727
6325,15790741,94504727
6324,65326307,94504727
6323,69232390,94504727
6322,15790741,94504727
6321,78788616,94504727
6320,69232390,94504727
6319,69232390,94504727
6318,15790741,94504727
6317,78788616,94504727
6316,78788616,94504727
6315,78788616,94504727
6314,69232390,94504727
6313,65326307,94504727
6312,15790741,94504727
6311,78788616,94504727
6310,69232390,94504727
6309,78788616,94504727
6308,78788616,94504727
6307,81180526,94504727
6306,81180526,94504727
6305,81180526,94504727
6304,78788616,94504727
6303,69232390,94504727
6302,69232390,94504727
6301,78788616,94504727
6300,15790741,94504727
6299,15790741,94504727
6298,81180526,94504727
6297,81180526,94504727
6296,78788616,94504727
6295,15790741,94504727
6294,78788616,94504727
6293,81180526,94504727
6292,65326307,94504727
6291,81180526,94504727
6290,81180526,94504727
6289,15790741,94504727
6288,69232390,94504727
6287,69232390,94504727
6286,15790741,94504727
6285,15790741,94504727
6284,15790741,94504727
6283,69232390,94504727
6282,69232390,94504727
6281,69232390,94504727
6280,15790741,94504727
6279,69232390,94504727
6278,78788616,94504727
6277,15790741,94504727
6276,81180526,94504727
6275,69232390,94504727
6274,15790741,94504727
6273,78788616,94504727
6272,15790741,94504727
6271,78788616,94504727
6270,15790741,94504727
6269,81180526,94504727
6268,81180526,94504727
6267,15790741,94504727
6266,15790741,94504727
6265,15790741,94504727
6264,81180526,94504727
6263,81180526,94504727
6262,69232390,94504727
6261,15790741,94504727
6260,69232390,94504727
6259,81180526,94504727
6258,15790741,94504727
6257,81180526,94504727
6256,15790741,94504727
6255,78788616,94504727
6254,78788616,94504727
6253,69232390,94504727
6252,81180526,94504727
6251,81180526,94504727
6250,69232390,94504727
6249,69232390,94504727
6248,81180526,94504727
6247,81180526,94504727
6246,69232390,94504727
6245,69232390,94504727
6244,69232390,94504727
6243,81180526,94504727
6242,69232390,94504727
6241,81180526,94504727
6240,78788616,94504727
6239,15790741,94504727
6238,15790741,94504727
6237,81180526,94504727
6236,65326307,94504727
6235,15790741,94504727
6234,78788616,94504727
6233,78788616,94504727
6232,78788616,94504727
6231,15790741,94504727
6230,81180526,94504727
6229,78788616,94504727
6228,15790741,94504727
6227,81180526,94504727
6226,78788616,94504727
6225,78788616,94504727
6224,69232390,94504727
6223,65326307,94504727
6222,81180526,94504727
6221,78788616,94504727
6220,15790741,94504727
6219,81180526,94504727
6218,15790741,94504727
6217,65326307,94504727
6216,69232390,94504727
6215,65326307,94504727
6214,15790741,94504727
6213,15790741,94504727
6212,15790741,94504727
6211,15790741,94504727
6210,15790741,94504727
6209,65326307,94504727
6208,15790741,94504727
6207,65326307,94504727
6206,65326307,94504727
6205,81180526,94504727
6204,81180526,94504727
6203,15790741,94504727
6202,15790741,94504727
6201,69232390,94504727
6200,15790741,94504727
6199,15790741,94504727
6198,69232390,94504727
6197,69232390,94504727
6196,78788616,94504727
6195,65326307,94504727
6194,81180526,94504727
6193,69232390,94504727
6192,15790741,94504727
6191,78788616,94504727
6190,15790741,94504727
6189,81180526,94504727
6188,69232390,94504727
6187,15790741,94504727
6186,69232390,94504727
6185,78788616,94504727
6184,15790741,94504727
6183,78788616,94504727
6182,69232390,94504727
6181,65326307,94504727
6180,15790741,94504727
6179,81180526,94504727
6178,81180526,94504727
6177,81180526,94504727
6176,15790741,94504727
6175,78788616,94504727
6174,15790741,94504727
6173,15790741,94504727
6172,78788616,94504727
6171,69232390,94504727
6170,69232390,94504727
6169,69232390,94504727
6168,69232390,94504727
6167,69232390,94504727
6166,15790741,94504727
6165,15790741,94504727
6164,81180526,94504727
6163,81180526,94504727
6162,81180526,94504727
6161,81180526,94504727
6160,69232390,94504727
6159,15790741,94504727
6158,78788616,94504727
6157,81180526,94504727
6156,78788616,94504727
6155,78788616,94504727
6154,78788616,94504727
6153,69232390,94504727
6152,15790741,94504727
6151,69232390,94504727
6150,69232390,94504727
6149,15790741,94504727
6148,15790741,94504727
6147,81180526,94504727
6146,78788616,94504727
6145,81180526,94504727
6144,15790741,94504727
6143,81180526,94504727
6142,81180526,94504727
6141,69232390,94504727
6140,15790741,94504727
6139,69232390,94504727
6138,15790741,94504727
6137,78788616,94504727
6136,78788616,94504727
6135,15790741,94504727
6134,65326307,94504727
6133,69232390,94504727
6132,15790741,94504727
6131,81180526,94504727
6130,69232390,94504727
6129,81180526,94504727
6128,78788616,94504727
6127,81180526,94504727
6126,69232390,94504727
6125,15790741,94504727
6124,15790741,94504727
6123,81180526,94504727
6122,15790741,94504727
6121,69232390,94504727
6120,15790741,94504727
6119,81180526,94504727
6118,78788616,94504727
6117,69232390,94504727
6116,69232390,94504727
6115,78788616,94504727
6114,81180526,94504727
6113,69232390,94504727
6112,78788616,94504727
6111,78788616,94504727
6110,78788616,94504727
6109,81180526,94504727
6108,81180526,94504727
6107,81180526,94504727
6106,81180526,94504727
6105,78788616,94504727
6104,69232390,94504727
6103,81180526,94504727
6102,78788616,94504727
6101,69232390,94504727
6100,78788616,94504727
6099,69232390,94504727
6098,69232390,94504727
6097,78788616,94504727
6096,69232390,94504727
6095,69232390,94504727
6094,69232390,94504727
6093,78788616,94504727
6092,69232390,94504727
6091,69232390,94504727
6090,69232390,94504727
6089,15790741,94504727
6088,15790741,94504727
6087,69232390,94504727
6086,15790741,94504727
6085,15790741,94504727
6084,81180526,94504727
6083,81180526,94504727
6082,15790741,94504727
6081,69232390,94504727
6080,78788616,94504727
6079,81180526,94504727
6078,15790741,94504727
6077,69232390,94504727
6076,69232390,94504727
6075,15790741,94504727
6074,15790741,94504727
6073,81180526,94504727
6072,65326307,94504727
6071,69232390,94504727
6070,15790741,94504727
6069,15790741,94504727
6068,69232390,94504727
6067,15790741,94504727
6066,69232390,94504727
6065,15790741,94504727
6064,69232390,94504727
6063,15790741,94504727
6062,15790741,94504727
6061,15790741,94504727
6060,81180526,94504727
6059,69232390,94504727
6058,15790741,94504727
6057,15790741,94504727
6056,69232390,94504727
6055,15790741,94504727
6054,69232390,94504727
6053,81180526,94504727
6052,81180526,94504727
6051,81180526,94504727
6050,69232390,94504727
6049,15790741,94504727
6048,15790741,94504727
6047,15790741,94504727
6046,15790741,94504727
6045,69232390,94504727
6044,69232390,94504727
6043,15790741,94504727
6042,78788616,94504727
6041,15790741,94504727
6040,69232390,94504727
6039,15790741,94504727
6038,15790741,94504727
6037,69232390,94504727
6036,15790741,94504727
6035,69232390,94504727
6034,81180526,94504727
6033,15790741,94504727
6032,69232390,94504727
6031,69232390,94504727
6030,69232390,94504727
6029,15790741,94504727
6028,81180526,94504727
6027,15790741,94504727
6026,69232390,94504727
6025,78788616,94504727
6024,15790741,94504727
6023,69232390,94504727
6022,69232390,94504727
6021,65326307,94504727
6020,15790741,94504727
6019,65326307,94504727
6018,69232390,94504727
6017,69232390,94504727
6016,15790741,94504727
6015,81180526,94504727
6014,81180526,94504727
6013,78788616,94504727
6012,15790741,94504727
6011,69232390,94504727
6010,81180526,94504727
6009,81180526,94504727
6008,69232390,94504727
6007,15790741,94504727
6006,15790741,94504727
6005,69232390,94504727
6004,69232390,94504727
6003,78788616,94504727
6002,81180526,94504727
6001,15790741,94504727
6000,69232390,94504727
5999,65326307,94504727
5998,69232390,94504727
5997,81180526,94504727
5996,81180526,94504727
5995,65326307,94504727
5994,69232390,94504727
5993,78788616,94504727
5992,15790741,94504727
5991,69232390,94504727
5990,69232390,94504727
5989,15790741,94504727
5988,15790741,94504727
5987,69232390,94504727
5986,78788616,94504727
5985,78788616,94504727
5984,78788616,94504727
5983,81180526,94504727
5982,78788616,94504727
5981,15790741,94504727
5980,69232390,94504727
5979,15790741,94504727
5978,81180526,94504727
5977,78788616,94504727
5976,15790741,94504727
5975,15790741,94504727
5974,81180526,94504727
5973,65326307,94504727
5972,15790741,94504727
5971,69232390,94504727
5970,78788616,94504727
5969,78788616,94504727
5968,15790741,94504727
5967,69232390,94504727
5966,69232390,94504727
5965,65326307,94504727
5964,15790741,94504727
5963,78788616,94504727
5962,15790741,94504727
5961,15790741,94504727
5960,15790741,94504727
5959,15790741,94504727
5958,69232390,94504727
5957,15790741,94504727
5956,81180526,94504727
5955,78788616,94504727
5954,69232390,94504727
5953,15790741,94504727
5952,65326307,94504727
5951,78788616,94504727
5950,78788616,94504727
5949,65326307,94504727
5948,15790741,94504727
5947,69232390,94504727
5946,15790741,94504727
5945,65326307,94504727
5944,81180526,94504727
5943,69232390,94504727
5942,81180526,94504727
5941,15790741,94504727
5940,69232390,94504727
5939,69232390,94504727
5938,15790741,94504727
5937,65326307,94504727
5936,69232390,94504727
5935,65326307,94504727
5934,65326307,94504727
5933,81180526,94504727
5932,65326307,94504727
5931,15790741,94504727
5930,65326307,94504727
5929,65326307,94504727
5928,15790741,94504727
5927,81180526,94504727
5926,69232390,94504727
5925,81180526,94504727
5924,69232390,94504727
5923,81180526,94504727
5922,69232390,94504727
5921,81180526,94504727
5920,69232390,94504727
5919,69232390,94504727
5918,81180526,94504727
5917,69232390,94504727
5916,15790741,94504727
5915,69232390,94504727
5914,15790741,94504727
5913,81180526,94504727
5912,78788616,94504727
5911,15790741,94504727
5910,81180526,94504727
5909,81180526,94504727
5908,78788616,94504727
5907,15790741,94504727
5906,15790741,94504727
5905,81180526,94504727
5904,65326307,94504727
5903,78788616,94504727
5902,69232390,94504727
5901,78788616,94504727
5900,69232390,94504727
5899,69232390,94504727
5898,81180526,94504727
5897,15790741,94504727
5896,94746638,94504727
5895,65326307,94504727
5894,69232390,94504727
5893,81180526,94504727
5892,94746638,94504727
5891,69232390,94504727
5890,81180526,94504727
5889,69232390,94504727
5888,94746638,94504727
5887,94746638,94504727
5886,81180526,94504727
5885,94746638,94504727
5884,69232390,94504727
5883,81180526,94504727
5882,94746638,94504727
5881,94746638,94504727
5880,94746638,94504727
5879,94746638,94504727
5878,94746638,94504727
5877,94746638,94504727
5876,15790741,94504727
5875,94746638,94504727
5874,94746638,94504727
5873,69232390,94504727
5872,15790741,94504727
5871,65326307,94504727
5870,94746638,94504727
5869,69232390,94504727
5868,94746638,94504727
5867,94746638,94504727
5866,69232390,94504727
5865,94746638,94504727
5864,78788616,94504727
5863,94746638,94504727
5862,81180526,94504727
5861,81180526,94504727
5860,81180526,94504727
5859,94746638,94504727
5858,94746638,94504727
5857,94746638,94504727
5856,94746638,94504727
5855,69232390,94504727
5854,81180526,94504727
5853,81180526,94504727
5852,81180526,94504727
5851,94746638,94504727
5850,69232390,94504727
5849,15790741,94504727
5848,15790741,94504727
5847,65326307,94504727
5846,81180526,94504727
5845,81180526,94504727
5844,15790741,94504727
5843,69232390,94504727
5842,81180526,94504727
5841,78788616,94504727
5840,78788616,94504727
5839,15790741,94504727
5838,94746638,94504727
5837,15790741,94504727
5836,78788616,94504727
5835,15790741,94504727
5834,81180526,94504727
5833,94746638,94504727
5832,15790741,94504727
5831,69232390,94504727
5830,69232390,94504727
5829,69232390,94504727
5828,15790741,94504727
5827,69232390,94504727
5826,69232390,94504727
5825,94746638,94504727
5824,15790741,94504727
5823,94746638,94504727
5822,78788616,94504727
5821,94746638,94504727
5820,69232390,94504727
5819,81180526,94504727
5818,15790741,94504727
5817,94746638,94504727
5816,69232390,94504727
5815,69232390,94504727
5814,81180526,94504727
5813,81180526,94504727
5812,81180526,94504727
5811,94746638,94504727
5810,78788616,94504727
5809,69232390,94504727
5808,69232390,94504727
5807,94746638,94504727
5806,15790741,94504727
5805,15790741,94504727
5804,78788616,94504727
5803,81180526,94504727
5802,94746638,94504727
5801,94746638,94504727
5800,15790741,94504727
5799,69232390,94504727
5798,69232390,94504727
5797,94746638,94504727
5796,81180526,94504727
5795,15790741,94504727
5794,69232390,94504727
5793,94746638,94504727
5792,94746638,94504727
5791,69232390,94504727
5790,94746638,94504727
5789,15790741,94504727
5788,15790741,94504727
5787,78788616,94504727
5786,81180526,94504727
5785,15790741,94504727
5784,15790741,94504727
5783,78788616,94504727
5782,94746638,94504727
5781,81180526,94504727
5780,94746638,94504727
5779,69232390,94504727
5778,94746638,94504727
5777,81180526,94504727
5776,94746638,94504727
5775,81180526,94504727
5774,94746638,94504727
5773,69232390,94504727
5772,69232390,94504727
5771,94746638,94504727
5770,15790741,94504727
5769,94746638,94504727
5768,15790741,94504727
5767,69232390,94504727
5766,94746638,94504727
5765,15790741,94504727
5764,81180526,94504727
5763,94746638,94504727
5762,94746638,94504727
5761,94746638,94504727
5760,15790741,94504727
5759,81180526,94504727
5758,81180526,94504727
5757,81180526,94504727
5756,69232390,94504727
5755,15790741,94504727
5754,69232390,94504727
5753,15790741,94504727
5752,15790741,94504727
5751,15790741,94504727
5750,94746638,94504727
5749,15790741,94504727
5748,94746638,94504727
5747,81180526,94504727
5746,69232390,94504727
5745,15790741,94504727
5744,94746638,94504727
5743,81180526,94504727
5742,65326307,94504727
5741,94746638,94504727
5740,15790741,94504727
5739,69232390,94504727
5738,94746638,94504727
5737,81180526,94504727
5736,65326307,94504727
5735,15790741,94504727
5734,81180526,94504727
5733,94746638,94504727
5732,15790741,94504727
5731,69232390,94504727
5730,81180526,94504727
5729,94746638,94504727
5728,78788616,94504727
5727,78788616,94504727
5726,78788616,94504727
5725,78788616,94504727
5724,15790741,94504727
5723,15790741,94504727
5722,81180526,94504727
5721,81180526,94504727
5720,69232390,94504727
5719,69232390,94504727
5718,94746638,94504727
5717,15790741,94504727
5716,94746638,94504727
5715,69232390,94504727
5714,69232390,94504727
5713,69232390,94504727
5712,94746638,94504727
5711,94746638,94504727
5710,65326307,94504727
5709,81180526,94504727
5708,81180526,94504727
5707,69232390,94504727
5706,81180526,94504727
5705,69232390,94504727
5704,4936986,94504727
5703,4936986,94504727
5702,4936986,94504727
5701,4936986,94504727
5700,4936986,94504727
5699,4936986,94504727
5698,4936986,94504727
5697,4936986,94504727
5696,4936986,94504727
5695,4936986,94504727
5694,4936986,94504727
5693,4936986,94504727
5692,4936986,94504727
5691,4936986,94504727
5690,4936986,94504727
5689,69232390,94504727
5688,15790741,94504727
5687,94746638,94504727
5686,4936986,94504727
5685,81180526,94504727
5684,94746638,94504727
5683,69232390,94504727
5682,69232390,94504727
5681,94746638,94504727
5680,69232390,94504727
5679,65326307,94504727
5678,15790741,94504727
5677,94746638,94504727
5676,69232390,94504727
5675,94746638,94504727
5674,94746638,94504727
5673,81180526,94504727
5672,81180526,94504727
5671,81180526,94504727
5670,94746638,94504727
5669,15790741,94504727
5668,94746638,94504727
5667,94746638,94504727
5666,4558808,94504727
5665,69232390,94504727
5664,94746638,94504727
5663,65326307,94504727
5662,81180526,94504727
5661,94746638,94504727
5660,94746638,94504727
5659,94746638,94504727
5658,69232390,94504727
5657,78788616,94504727
5656,78788616,94504727
5655,69232390,94504727
5654,94746638,94504727
5653,78788616,94504727
5652,94746638,94504727
5651,69232390,94504727
5650,15790741,94504727
5649,78788616,94504727
5648,81180526,94504727
5647,81180526,94504727
5646,4490687,94504727
5645,4490687,94504727
5644,4490687,94504727
5643,81180526,94504727
5642,94746638,94504727
5641,69232390,94504727
5640,81180526,94504727
5639,81180526,94504727
5638,81180526,94504727
5637,94746638,94504727
5636,65326307,94504727
5635,94746638,94504727
5634,81180526,94504727
5633,94746638,94504727
5632,69232390,94504727
5631,81180526,94504727
5630,15790741,94504727
5629,69232390,94504727
5628,4490687,94504727
5627,4490687,94504727
5626,4490687,94504727
5625,94746638,94504727
5624,94746638,94504727
5623,4490687,94504727
5622,15790741,94504727
5621,69232390,94504727
5620,15790741,94504727
5619,15790741,94504727
5618,94746638,94504727
5617,65326307,94504727
5616,69232390,94504727
5615,94746638,94504727
5614,94746638,94504727
5613,69232390,94504727
5612,15790741,94504727
5611,69232390,94504727
5610,15790741,94504727
5609,81180526,94504727
5608,94746638,94504727
5607,94746638,94504727
5606,81180526,94504727
5605,81180526,94504727
5604,69232390,94504727
5603,69232390,94504727
5602,81180526,94504727
5601,94746638,94504727
5600,15790741,94504727
5599,15790741,94504727
5598,94746638,94504727
5597,94746638,94504727
5596,94746638,94504727
5595,81180526,94504727
5594,81180526,94504727
5593,65326307,94504727
5592,81180526,94504727
5591,69232390,94504727
5590,94746638,94504727
5589,78788616,94504727
5588,94746638,94504727
5587,94746638,94504727
5586,94746638,94504727
5585,69232390,94504727
5584,94746638,94504727
5583,94746638,94504727
5582,94746638,94504727
5581,94746638,94504727
5580,78788616,94504727
5579,78788616,94504727
5578,69232390,94504727
5577,81180526,94504727
5576,69232390,94504727
5575,94746638,94504727
5574,69232390,94504727
5573,78788616,94504727
5572,81180526,94504727
5571,81180526,94504727
5570,94746638,94504727
5569,69232390,94504727
5568,4490687,94504727
5567,90968215,94504727
5566,94746638,94504727
5565,81180526,94504727
5564,81180526,94504727
5563,81180526,94504727
5562,78788616,94504727
5561,78788616,94504727
5560,65326307,94504727
5559,94746638,94504727
5558,94746638,94504727
5557,69232390,94504727
5556,69232390,94504727
5555,94746638,94504727
5554,15790741,94504727
5553,69232390,94504727
5552,69232390,94504727
5551,94746638,94504727
5550,15790741,94504727
5549,78788616,94504727
5548,78788616,94504727
5547,81180526,94504727
5546,15790741,94504727
5545,15790741,94504727
5544,94746638,94504727
5543,94746638,94504727
5542,94746638,94504727
5541,81180526,94504727
5540,94746638,94504727
5539,94746638,94504727
5538,65326307,94504727
5537,15790741,94504727
5536,69232390,94504727
5535,69232390,94504727
5534,69232390,94504727
5533,69232390,94504727
5532,94746638,94504727
5531,94746638,94504727
5530,94746638,94504727
5529,65326307,94504727
5528,94746638,94504727
5527,15790741,94504727
5526,94746638,94504727
5525,81180526,94504727
5524,81180526,94504727
5523,69232390,94504727
5522,81180526,94504727
5521,94746638,94504727
5520,94746638,94504727
5519,81180526,94504727
5518,69232390,94504727
5517,94746638,94504727
5516,81180526,94504727
5515,94746638,94504727
5514,81180526,94504727
5513,94746638,94504727
5512,15790741,94504727
5511,78788616,94504727
5510,94746638,94504727
5509,94746638,94504727
5508,15790741,94504727
5507,69232390,94504727
5506,15790741,94504727
5505,15790741,94504727
5504,94746638,94504727
5503,94746638,94504727
5502,94746638,94504727
5501,94746638,94504727
5500,69232390,94504727
5499,94746638,94504727
5498,78788616,94504727
5497,94746638,94504727
5496,81180526,94504727
5495,15790741,94504727
5494,15790741,94504727
5493,94746638,94504727
5492,78788616,94504727
5491,94746638,94504727
5490,78788616,94504727
5489,78788616,94504727
5488,94746638,94504727
5487,69232390,94504727
5486,69232390,94504727
5485,81180526,94504727
5484,94746638,94504727
5483,94746638,94504727
5482,15790741,94504727
5481,15790741,94504727
5480,81180526,94504727
5479,81180526,94504727
5478,81180526,94504727
5477,81180526,94504727
5476,81180526,94504727
5475,81180526,94504727
5474,81180526,94504727
5473,15790741,94504727
5472,15790741,94504727
5471,15790741,94504727
5470,81180526,94504727
5469,81180526,94504727
5468,69232390,94504727
5467,69232390,94504727
5466,94746638,94504727
5465,94746638,94504727
5464,94746638,94504727
5463,69232390,94504727
5462,69232390,94504727
5461,15790741,94504727
5460,78788616,94504727
5459,94746638,94504727
5458,81180526,94504727
5457,81180526,94504727
5456,94746638,94504727
5455,81180526,94504727
5454,65326307,94504727
5453,94746638,94504727
5452,15790741,94504727
5451,81180526,94504727
5450,69232390,94504727
5449,69232390,94504727
5448,69232390,94504727
5447,15790741,94504727
5446,69232390,94504727
5445,69232390,94504727
5444,69232390,94504727
5443,69232390,94504727
5442,81180526,94504727
5441,15790741,94504727
5440,78788616,94504727
5439,69232390,94504727
5438,94746638,94504727
5437,69232390,94504727
5436,15790741,94504727
5435,65326307,94504727
5434,81180526,94504727
5433,81180526,94504727
5432,78788616,94504727
5431,69232390,94504727
5430,69232390,94504727
5429,94746638,94504727
5428,94746638,94504727
5427,81180526,94504727
5426,81180526,94504727
5425,94746638,94504727
5424,94746638,94504727
5423,94746638,94504727
5422,94746638,94504727
5421,69232390,94504727
5420,69232390,94504727
5419,15790741,94504727
5418,81180526,94504727
5417,78788616,94504727
5416,65326307,94504727
5415,15790741,94504727
5414,15790741,94504727
5413,94746638,94504727
5412,94746638,94504727
5411,69232390,94504727
5410,94746638,94504727
5409,69232390,94504727
5408,94746638,94504727
5407,69232390,94504727
5406,69232390,94504727
5405,4490687,94504727
5404,69232390,94504727
5403,15790741,94504727
5402,81180526,94504727
5401,81180526,94504727
5400,94746638,94504727
5399,15790741,94504727
5398,15790741,94504727
5397,69232390,94504727
5396,78788616,94504727
5395,94746638,94504727
5394,81180526,94504727
5393,15790741,94504727
5392,15790741,94504727
5391,78788616,94504727
5390,69232390,94504727
5389,81180526,94504727
5388,94746638,94504727
5387,94746638,94504727
5386,81180526,94504727
5385,81180526,94504727
5384,15790741,94504727
5383,78788616,94504727
5382,78788616,94504727
5381,78788616,94504727
5380,78788616,94504727
5379,94746638,94504727
5378,94746638,94504727
5377,81180526,94504727
5376,94746638,94504727
5375,94746638,94504727
5374,94746638,94504727
5373,94746638,94504727
5372,15790741,94504727
5371,65326307,94504727
5370,15790741,94504727
5369,81180526,94504727
5368,81180526,94504727
5367,94746638,94504727
5366,65326307,94504727
5365,81180526,94504727
5364,69232390,94504727
5363,94746638,94504727
5362,94746638,94504727
5361,81180526,94504727
5360,15790741,94504727
5359,15790741,94504727
5358,69232390,94504727
5357,78788616,94504727
5356,81180526,94504727
5355,81180526,94504727
5354,94746638,94504727
5353,94746638,94504727
5352,94746638,94504727
5351,69232390,94504727
5350,94746638,94504727
5349,65326307,94504727
5348,69232390,94504727
5347,69232390,94504727
5346,69232390,94504727
5345,69232390,94504727
5344,15790741,94504727
5343,94746638,94504727
5342,15790741,94504727
5341,15790741,94504727
5340,94746638,94504727
5339,15790741,94504727
5338,78788616,94504727
5337,94746638,94504727
5336,69232390,94504727
5335,78788616,94504727
5334,81180526,94504727
5333,81180526,94504727
5332,65326307,94504727
5331,69232390,94504727
5330,81180526,94504727
5329,81180526,94504727
5328,15790741,94504727
5327,94746638,94504727
5326,78788616,94504727
5325,81180526,94504727
5324,81180526,94504727
5323,81180526,94504727
5322,69232390,94504727
5321,69232390,94504727
5320,69232390,94504727
5319,15790741,94504727
5318,81180526,94504727
5317,15790741,94504727
5316,69232390,94504727
5315,81180526,94504727
5314,78788616,94504727
5313,78788616,94504727
5312,15790741,94504727
5311,81180526,94504727
5310,15790741,94504727
5309,15790741,94504727
5308,15790741,94504727
5307,15790741,94504727
5306,94746638,94504727
5305,81180526,94504727
